title,company,location,experience,url,job_id,source,search_role,search_location,description,match_score,reasoning,should_apply,applied,timestamp
Python Software Developer & Infosys- Pan India,Infosys,"Mumbai (All Areas), Pune, Delhi / NCR",4-9 Yrs,https://www.naukri.com/job-listings-python-software-developer-infosys-pan-india-infosys-pune-delhi-ncr-mumbai-all-areas-4-to-9-years-140825015440,naukri_Python_Software_Developer_&_Infosys-_Pan_India_Infosys_0,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:04.973550
python Developer,HCLTech,"Mumbai (All Areas), Pune",5-10 Yrs,https://www.naukri.com/job-listings-python-developer-hcltech-pune-mumbai-all-areas-5-to-10-years-021225026903,naukri_python_Developer_HCLTech_1,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:06.108153
Python Software Developer & Infosys- Pan India(F),Infosys,"Mumbai (All Areas), Pune, Delhi / NCR",3-8 Yrs,https://www.naukri.com/job-listings-python-software-developer-infosys-pan-india-f-infosys-pune-delhi-ncr-mumbai-all-areas-3-to-8-years-140825015534,naukri_Python_Software_Developer_&_Infosys-_Pan_India(F)_Infosys_2,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:07.249559
Python Developer,Quantum Phinance,Mumbai,1-3 Yrs,https://www.naukri.com/job-listings-python-developer-quantum-phinance-pvt-ltd-mumbai-1-to-3-years-251125908960,naukri_Python_Developer_Quantum_Phinance_3,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:08.433094
Python Developer,Adform,"Mumbai, Mumbai Suburban, Mumbai (All Areas)",3-6 Yrs,https://www.naukri.com/job-listings-python-developer-adform-mumbai-mumbai-suburban-mumbai-all-areas-3-to-6-years-301025020430,naukri_Python_Developer_Adform_4,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:09.584951
Python Developer (Mid-Level),Soul Ai,Remote,2-4 Yrs,https://www.naukri.com/job-listings-python-developer-mid-level-soul-ai-mumbai-2-to-4-years-261125908751,naukri_Python_Developer_(Mid-Level)_Soul_Ai_5,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:10.716881
Python Developer (Mid-Level),Soul Ai,Mumbai,2-4 Yrs,https://www.naukri.com/job-listings-python-developer-mid-level-soul-ai-mumbai-2-to-4-years-281125920721,naukri_Python_Developer_(Mid-Level)_Soul_Ai_6,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:11.851530
Python Developer,First Call H Resource P. Ltd,"Mumbai (All Areas), Bengaluru, Delhi / NCR",4-9 Yrs,https://www.naukri.com/job-listings-python-developer-first-call-h-resource-p-ltd-bengaluru-delhi-ncr-mumbai-all-areas-4-to-9-years-251125017652,naukri_Python_Developer_First_Call_H_Resource_P._Ltd_7,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:12.999299
Python Developer,First Call H Resource P. Ltd,"Mumbai (All Areas), Bengaluru, Delhi / NCR",6-11 Yrs,https://www.naukri.com/job-listings-python-developer-first-call-h-resource-p-ltd-bengaluru-delhi-ncr-mumbai-all-areas-6-to-11-years-281125012649,naukri_Python_Developer_First_Call_H_Resource_P._Ltd_8,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:14.121232
Python Developer,Lumina Datamatics,Mumbai,0-1 Yrs,https://www.naukri.com/job-listings-python-developer-lumina-datamatics-mumbai-0-to-1-years-021225505775,naukri_Python_Developer_Lumina_Datamatics_9,Naukri,Python Developer,Mumbai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:15.272038
Python Software Developer,Vibry Business Solutions,"Hyderabad, Bengaluru",0 Yrs,https://www.naukri.com/job-listings-python-software-developer-vibry-business-solutions-hyderabad-bengaluru-0-to-0-years-031225026645,naukri_Python_Software_Developer_Vibry_Business_Solutions_0,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:16.395300
Python Developer,Cotiviti,Hybrid - Hyderabad,4-8 Yrs,https://www.naukri.com/job-listings-python-developer-cotiviti-hyderabad-4-to-8-years-051225037816,naukri_Python_Developer_Cotiviti_1,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:17.509635
Python Software Developer - ENG @Infosys - PAN INDIA,Infosys,"Hybrid - Hyderabad, Chennai, Bengaluru",4-5 Yrs,https://www.naukri.com/job-listings-python-software-developer-eng-infosys-pan-india-infosys-hyderabad-chennai-bengaluru-4-to-5-years-230925036738,naukri_Python_Software_Developer_-_ENG_@Infosys_-_PAN_INDIA_Infosys_2,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:18.635345
Opening For Python (AI/ML) Developer,Infosys,"Hyderabad, Chennai, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-opening-for-python-ai-ml-developer-infosys-hyderabad-chennai-bengaluru-5-to-10-years-081225924770,naukri_Opening_For_Python_(AI/ML)_Developer_Infosys_3,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:19.765670
Python Developer,Virtusa,Hybrid - Hyderabad,6-10 Yrs,https://www.naukri.com/job-listings-python-developer-virtusa-hyderabad-6-to-10-years-041225029690,naukri_Python_Developer_Virtusa_4,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:20.903809
Python Software Developer- Bangalore (Pan India Infosys),Infosys,"Hybrid - Hyderabad, Chennai, Bengaluru",4-6 Yrs,https://www.naukri.com/job-listings-python-software-developer-bangalore-pan-india-infosys-infosys-hyderabad-chennai-bengaluru-4-to-6-years-141125032331,naukri_Python_Software_Developer-_Bangalore_(Pan_India_Infosys)_Infosys_5,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:22.064353
Python Developer,Makrocare,"Hyderabad, Madhapur",2-5 Yrs,https://www.naukri.com/job-listings-python-developer-makrocare-hyderabad-madhapur-2-to-5-years-041225918632,naukri_Python_Developer_Makrocare_6,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:23.212584
Python Developer,Zensar,Hybrid - Hyderabad,5-8 Yrs,https://www.naukri.com/job-listings-python-developer-zensar-hyderabad-5-to-8-years-021225024286,naukri_Python_Developer_Zensar_7,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:24.370281
Python Developer,Virtusa,Hybrid - Hyderabad,6-10 Yrs,https://www.naukri.com/job-listings-python-developer-virtusa-hyderabad-6-to-10-years-081225907057,naukri_Python_Developer_Virtusa_8,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:25.526267
Python Developer-B,Infosys,"Hybrid - Hyderabad, Chennai, Bengaluru",5-9 Yrs,https://www.naukri.com/job-listings-python-developer-b-infosys-hyderabad-chennai-bengaluru-5-to-9-years-311025030345,naukri_Python_Developer-B_Infosys_9,Naukri,Python Developer,Hyderabad,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:26.683906
Python Software Developer - ENG @Infosys - PAN INDIA,Infosys,"Hybrid - Chennai, Hyderabad, Bengaluru",4-5 Yrs,https://www.naukri.com/job-listings-python-software-developer-eng-infosys-pan-india-infosys-hyderabad-chennai-bengaluru-4-to-5-years-230925036738,naukri_Python_Software_Developer_-_ENG_@Infosys_-_PAN_INDIA_Infosys_0,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:27.840623
Python Developer,Altimetrik,Hybrid - Chennai,5-10 Yrs,https://www.naukri.com/job-listings-python-developer-altimetrik-chennai-5-to-10-years-031225913204,naukri_Python_Developer_Altimetrik_1,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:29.011088
Opening For Python (AI/ML) Developer,Infosys,"Chennai, Hyderabad, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-opening-for-python-ai-ml-developer-infosys-hyderabad-chennai-bengaluru-5-to-10-years-081225924770,naukri_Opening_For_Python_(AI/ML)_Developer_Infosys_2,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:30.161951
Immediate Hiring - Python Developer | Aziro,Aziro,"Hybrid - Chennai, Bengaluru",6-11 Yrs,https://www.naukri.com/job-listings-immediate-hiring-python-developer-aziro-aziro-chennai-bengaluru-6-to-11-years-021225015053,naukri_Immediate_Hiring_-_Python_Developer_|_Aziro_Aziro_3,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:31.290464
HCL is Hiring Python Developer,HCLTech,"Hybrid - Chennai, Bengaluru",5-10 Yrs,https://www.naukri.com/job-listings-hcl-is-hiring-python-developer-hcltech-chennai-bengaluru-5-to-10-years-261125021888,naukri_HCL_is_Hiring_Python_Developer_HCLTech_4,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:32.436634
Python Software Developer- Bangalore (Pan India Infosys),Infosys,"Hybrid - Chennai, Hyderabad, Bengaluru",4-6 Yrs,https://www.naukri.com/job-listings-python-software-developer-bangalore-pan-india-infosys-infosys-hyderabad-chennai-bengaluru-4-to-6-years-141125032331,naukri_Python_Software_Developer-_Bangalore_(Pan_India_Infosys)_Infosys_5,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:33.610096
Python Developer,Altimetrik,Chennai,5-8 Yrs,https://www.naukri.com/job-listings-python-developer-altimetrik-india-pvt-ltd-chennai-5-to-8-years-031225914225,naukri_Python_Developer_Altimetrik_6,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:34.736538
Virtual Weekend Drive For Python Developer Role On 13th & 14th Dec.,Xoriant,"Hybrid - Chennai, Bengaluru",3-6 Yrs,https://www.naukri.com/job-listings-virtual-weekend-drive-for-python-developer-role-on-13th-14th-dec-xoriant-chennai-bengaluru-3-to-6-years-241125006347,naukri_Virtual_Weekend_Drive_For_Python_Developer_Role_On_13th_&_14th_Dec._Xoriant_7,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:35.887857
Tcs Hiring ! Python Developer,Tata Consultancy Services,"Chennai, Bengaluru",5-9 Yrs,https://www.naukri.com/job-listings-tcs-hiring-python-developer-tata-consultancy-services-chennai-bengaluru-5-to-9-years-251025015473,naukri_Tcs_Hiring_!_Python_Developer_Tata_Consultancy_Services_8,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:37.049375
Python Developer Role With Maplelabs ( A Unit of Xoriant),Xoriant,"Hybrid - Chennai, Bengaluru",3-7 Yrs,https://www.naukri.com/job-listings-python-developer-role-with-maplelabs-a-unit-of-xoriant-xoriant-chennai-bengaluru-3-to-7-years-141125011882,naukri_Python_Developer_Role_With_Maplelabs_(_A_Unit_of_Xoriant)_Xoriant_9,Naukri,Python Developer,Chennai,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:38.171026
Python Developer,Vinnovate Technologies,Remote,0-1 Yrs,https://www.naukri.com/job-listings-python-developer-vinnovate-technologies-remote-0-to-1-years-190525506140,naukri_Python_Developer_Vinnovate_Technologies_0,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:39.345578
Python Developer,Jalopeura Technology,Remote,0-2 Yrs,https://www.naukri.com/job-listings-python-developer-jalopeura-technology-remote-0-to-2-years-021224502071,naukri_Python_Developer_Jalopeura_Technology_1,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:40.497188
Python Developer,Soul Ai,Remote,2-4 Yrs,https://www.naukri.com/job-listings-python-developer-soul-ai-remote-2-to-4-years-300725502964,naukri_Python_Developer_Soul_Ai_2,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:41.620197
Python Developer,Eiosys,Remote,2-5 Yrs,https://www.naukri.com/job-listings-python-developer-eiosys-remote-2-to-5-years-201124514446,naukri_Python_Developer_Eiosys_3,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:42.747210
Python Developer,MNJ Software,Remote,2-4 Yrs,https://www.naukri.com/job-listings-python-developer-mnj-software-private-limited-remote-2-to-4-years-070223501064,naukri_Python_Developer_MNJ_Software_4,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:43.890152
Python Developer,Dynamic Vishva,Remote,1-3 Yrs,https://www.naukri.com/job-listings-python-developer-dynamic-vishva-remote-1-to-3-years-200625500846,naukri_Python_Developer_Dynamic_Vishva_5,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:45.046987
Python Developer,Onelab Ventures,Remote,2-5 Yrs,https://www.naukri.com/job-listings-python-developer-onelab-ventures-remote-2-to-5-years-250825500635,naukri_Python_Developer_Onelab_Ventures_6,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:46.203568
Python Developer,Limish,Remote,1-3 Yrs,https://www.naukri.com/job-listings-python-developer-limish-remote-1-to-3-years-151222501145,naukri_Python_Developer_Limish_7,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:47.356801
"Python Developer, Pan India",Virtualware Innovations,Remote,2-5 Yrs,https://www.naukri.com/job-listings-python-developer-pan-india-virtualware-innovations-remote-2-to-5-years-260821500788,"naukri_Python_Developer,_Pan_India_Virtualware_Innovations_8",Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:48.508482
Contract Python Developer,Flipkoins,Remote,3-8 Yrs,https://www.naukri.com/job-listings-contract-python-developer-flipkoins-remote-3-to-8-years-140322500333,naukri_Contract_Python_Developer_Flipkoins_9,Naukri,Python Developer,Remote,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:49.650500
Data Scientist,HARMAN,Hybrid - Bengaluru,3-5 Yrs,https://www.naukri.com/job-listings-data-scientist-harman-bengaluru-3-to-5-years-091225009784,naukri_Data_Scientist_HARMAN_0,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:50.788693
Data Scientist- Computer Vision,Capgemini,Hybrid - Bengaluru,6-9 Yrs,https://www.naukri.com/job-listings-data-scientist-computer-vision-capgemini-bengaluru-6-to-9-years-081225004913,naukri_Data_Scientist-_Computer_Vision_Capgemini_1,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:51.970343
Data Scientist,Deloitte Consulting,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)",5-10 Yrs,https://www.naukri.com/job-listings-data-scientist-deloitte-consulting-bengaluru-delhi-ncr-mumbai-all-areas-5-to-10-years-041225009768,naukri_Data_Scientist_Deloitte_Consulting_2,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:53.105601
Data Scientist,Genpact,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",4-9 Yrs,https://www.naukri.com/job-listings-data-scientist-genpact-hyderabad-bengaluru-delhi-ncr-4-to-9-years-170925012727,naukri_Data_Scientist_Genpact_3,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:54.256012
Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-081225918329,naukri_Data_Scientist-Artificial_Intelligence_IBM_4,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:55.403773
Inviting applications For the role of Data Scientist,Genpact,Bengaluru,6-11 Yrs,https://www.naukri.com/job-listings-inviting-applications-for-the-role-of-data-scientist-genpact-bengaluru-6-to-11-years-051225034445,naukri_Inviting_applications_For_the_role_of_Data_Scientist_Genpact_5,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:56.593262
Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-041225931398,naukri_Data_Scientist-Artificial_Intelligence_IBM_6,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:57.715565
Data Scientist-Artificial Intelligence,IBM,Bengaluru,3-7 Yrs,https://www.naukri.com/job-listings-data-scientist-artificial-intelligence-ibm-india-pvt-limited-bengaluru-3-to-7-years-031225927820,naukri_Data_Scientist-Artificial_Intelligence_IBM_7,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:58.838886
Data Scientist - Computer Vision,Capgemini,Hybrid - Bengaluru,9-12 Yrs,https://www.naukri.com/job-listings-data-scientist-computer-vision-capgemini-bengaluru-9-to-12-years-081225004389,naukri_Data_Scientist_-_Computer_Vision_Capgemini_8,Naukri,Data Scientist,Bangalore,Check job page for details,0,"Error: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.",False,False,2025-12-09T11:40:59.972998
